   AWS  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB WW WW WW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
722280 13876 200301091353 240   6 *** 722 SCT * * *  9.0 00 ** ** *   49   42 1011.8 29.88 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301091453 250   9 *** 722 SCT * * * 10.0 00 ** ** *   53   43 1011.9 29.89 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301091553 260  10 *** 722 SCT * * * 10.0 00 ** ** *   57   44 1011.8 29.89 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301091653 230   8 *** 200 *** * * * 10.0 00 ** ** *   59   44 1010.5 ***** ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301091753 230   8 *** 200 BKN * * * 10.0 00 ** ** *   62   45 1009.0 29.81 ******  62  45  0.00 ***** ***** ***** ** 
722280 13876 200301091853 230   9 *** 722 *** * * * 10.0 00 ** ** *   66   46 1007.6 ***** ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301091953 260  16 *** 722 SCT * * * 10.0 00 ** ** *   68   46 1006.8 29.74 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301092053 240  15 *** 100 OVC * * * 10.0 00 ** ** *   67   47 1007.0 29.75 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301092153 230  15 ***  85 OVC * * * 10.0 61 ** ** *   63   49 1007.3 29.76 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301092253 250   7 ***  80 OVC * * * 10.0 00 ** ** *   62   49 1007.0 29.74 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301092353 250   6 ***  46 OVC * * * 10.0 00 ** ** *   62   49 1007.8 29.77 ******  69  61  0.00  0.00 ***** ***** ** 
722280 13876 200301100053 310   6 ***  46 OVC * * * 10.0 61 ** ** *   59   51 1008.3 29.78 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100153 320   7 ***  42 OVC * * *  8.0 61 ** ** *   58   51 1008.5 29.79 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100253 340   3 ***  42 OVC * * *  5.0 61 45 10 *   55   53 1008.3 29.78 ****** *** ***  0.00 ***** *****  0.02 ** 
722280 13876 200301100342 280   8 ***  27 OVC * * *  4.0 63 10 ** *   55   52 ****** 29.79 ****** *** ***  0.02 ***** ***** ***** ** 
722280 13876 200301100353 280   7 ***  25 OVC * * *  9.0 61 ** ** *   55   52 1008.6 29.80 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100432 300   8 ***  14 OVC * * *  6.0 61 10 ** *   55   54 ****** 29.81 ****** *** ***     T ***** ***** ***** ** 
722280 13876 200301100453 300   9 ***  11 OVC * * *  3.0 61 45 10 *   54   52 1009.1 29.81 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100501 310   9 ***   6 OVC * * *  3.0 61 10 ** *   54   52 ****** 29.81 ****** *** ***     T ***** ***** ***** ** 
722280 13876 200301100511 310   9 ***  13 OVC * * *  2.5 61 10 ** *   54   52 ****** 29.81 ****** *** ***  0.01 ***** ***** ***** ** 
722280 13876 200301100544 300   8 ***  13 OVC * * *  3.0 61 10 ** *   54   52 ****** 29.81 ****** *** ***  0.03 ***** ***** ***** ** 
722280 13876 200301100553 290   9 ***   7 OVC * * *  3.0 61 45 10 *   53   52 1009.0 29.81 ******  62  53  0.03  0.08 ***** ***** ** 
722280 13876 200301100623 320  17  23   4 OVC * * *  2.5 51 10 ** *   54   52 ****** 29.81 ****** *** ***  0.01 ***** ***** ***** ** 
722280 13876 200301100634 340  11  24   8 OVC * * *  3.0 51 10 ** *   52   50 ****** 29.82 ****** *** ***  0.01 ***** ***** ***** ** 
722280 13876 200301100653 340  12 ***  16 OVC * * *  6.0 51 45 10 *   51   49 1009.8 29.83 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100736 340  10 ***  23 OVC * * *  8.0 00 ** ** *   50   46 ****** 29.85 ****** *** ***     T ***** ***** ***** ** 
722280 13876 200301100753 340  10 ***  38 OVC * * * 10.0 00 ** ** *   50   47 1010.6 29.85 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301100853 350   7 ***  95 OVC * * * 10.0 00 ** ** *   48   44 1010.4 29.85 ****** *** ***  0.00 ***** *****  0.01 ** 
722280 13876 200301100953 010  14  28 722 SCT * * * 10.0 00 ** ** *   45   33 1012.1 29.90 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101053 350   8 ***  95 OVC * * * 10.0 00 ** ** *   43   30 1013.5 29.93 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101153 350   8 *** 722 SCT * * * 10.0 00 ** ** *   38   28 1014.5 29.96 ******  53  38  0.00  0.01  0.09 ***** ** 
722280 13876 200301101253 360  14 *** 722 CLR * * * 10.0 00 ** ** *   37   23 1016.7 30.03 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101353 360  10 *** 722 CLR * * * 10.0 00 ** ** *   38   22 1017.8 30.06 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101453 350  15 *** 722 CLR * * * 10.0 00 ** ** *   40   23 1018.8 30.09 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101553 360  12 *** 722 CLR * * * 10.0 00 ** ** *   42   24 1019.6 30.11 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101653 340  10 *** 722 CLR * * * 10.0 00 ** ** *   43   24 1019.7 30.12 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101753 330  13 *** 722 CLR * * * 10.0 00 ** ** *   45   24 1019.1 30.10 ******  45  37  0.00 ***** ***** ***** ** 
722280 13876 200301101853 350   8 *** 722 CLR * * * 10.0 00 ** ** *   47   24 1018.3 30.07 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301101953 320  14 *** 722 CLR * * * 10.0 00 ** ** *   48   23 1017.7 30.06 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301102053 320   9 *** 722 CLR * * * 10.0 00 ** ** *   48   23 1017.9 30.06 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301102153 330  12 *** 722 SCT * * * 10.0 00 ** ** *   47   23 1018.8 30.09 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301102253 300  12 *** 722 SCT * * * 10.0 00 ** ** *   45   23 1019.7 30.11 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301102353 310   8 *** 722 SCT * * * 10.0 00 ** ** *   43   23 1020.6 30.14 ******  49  43  0.00 ***** ***** ***** ** 
722280 13876 200301110053 320   9 *** 722 SCT * * * 10.0 00 ** ** *   41   23 1021.3 30.15 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110153 340   6 *** 722 SCT * * * 10.0 00 ** ** *   38   24 1022.1 30.18 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110253 360  13 *** 722 CLR * * * 10.0 00 ** ** *   37   23 1022.5 30.19 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110353 350   7 *** 722 CLR * * * 10.0 00 ** ** *   34   23 1022.8 30.20 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110453 360   8 *** 722 CLR * * * 10.0 00 ** ** *   32   22 1022.8 30.20 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110553 360   6 *** 722 CLR * * * 10.0 00 ** ** *   31   21 1023.1 30.21 ******  42  31  0.00 ***** ***** ***** ** 
722280 13876 200301110653 350   6 *** 722 CLR * * * 10.0 00 ** ** *   30   22 1023.5 30.22 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110753 360   5 *** 722 CLR * * * 10.0 00 ** ** *   28   21 1024.3 30.24 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110853 010   6 *** 722 CLR * * * 10.0 00 ** ** *   28   21 1024.2 30.24 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301110953 010   5 *** 722 CLR * * * 10.0 00 ** ** *   27   21 1024.5 30.25 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111053 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   27   21 1025.2 30.27 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111153 020   3 *** 722 CLR * * * 10.0 00 ** ** *   27   19 1025.4 30.27 ******  31  26  0.00 ***** ***** ***** ** 
722280 13876 200301111253 360   5 *** 722 CLR * * * 10.0 00 ** ** *   25   19 1025.9 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111353 020   3 *** 250 BKN * * * 10.0 00 ** ** *   28   20 1026.6 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111453 030   8 *** 250 BKN * * * 10.0 00 ** ** *   29   18 1027.5 30.33 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111553 030   8 *** 250 BKN * * * 10.0 00 ** ** *   31   18 1028.4 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111653 360   8 *** 250 BKN * * * 10.0 00 ** ** *   35   18 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111753 320  10 *** 250 BKN * * * 10.0 00 ** ** *   37   16 1027.2 30.33 ******  37  25  0.00 ***** ***** ***** ** 
722280 13876 200301111853 330  10 *** 250 BKN * * * 10.0 00 ** ** *   39   14 1026.7 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301111953 340  10 *** 250 OVC * * * 10.0 00 ** ** *   40   14 1026.4 30.30 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301112053 340  13 *** 250 OVC * * * 10.0 00 ** ** *   39   12 1026.5 30.30 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301112153 360   8 *** 250 OVC * * * 10.0 00 ** ** *   38   12 1026.7 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301112253 350   9 *** 170 OVC * * * 10.0 00 ** ** *   37   12 1027.1 30.32 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301112353 360   7 *** 170 OVC * * * 10.0 00 ** ** *   35   13 1028.1 30.35 ******  41  35  0.00 ***** ***** ***** ** 
722280 13876 200301120053 360   7 *** 250 OVC * * * 10.0 00 ** ** *   35   14 1028.9 30.37 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120153 340   7 *** 250 OVC * * * 10.0 00 ** ** *   35   14 1029.4 30.38 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120253 340  10 *** 250 OVC * * * 10.0 00 ** ** *   34   13 1029.9 30.40 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120353 350   8 *** 250 OVC * * * 10.0 00 ** ** *   34   12 1030.4 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120453 360   8 *** 250 BKN * * * 10.0 00 ** ** *   32   12 1030.6 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120553 010   9 *** 250 OVC * * * 10.0 00 ** ** *   31   11 1030.4 30.42 ******  35  31  0.00 ***** ***** ***** ** 
722280 13876 200301120653 010   7 *** 250 BKN * * * 10.0 00 ** ** *   29   12 1030.5 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120753 010  10 *** 250 BKN * * * 10.0 00 ** ** *   30   11 1030.7 30.43 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120853 020  16  21 250 BKN * * * 10.0 00 ** ** *   30    7 1030.7 30.43 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301120953 010  14 *** 250 BKN * * * 10.0 00 ** ** *   28    7 1030.6 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121053 020   9 *** 250 BKN * * * 10.0 00 ** ** *   27    6 1031.3 30.44 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121153 020  10 *** 250 BKN * * * 10.0 00 ** ** *   27    6 1032.1 30.46 ******  31  27  0.00 ***** ***** ***** ** 
722280 13876 200301121253 360   9 *** 200 OVC * * * 10.0 00 ** ** *   26    6 1032.3 30.47 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121353 020   9 *** 200 OVC * * * 10.0 00 ** ** *   27    8 1033.0 30.49 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121453 020  12 *** 180 OVC * * * 10.0 00 ** ** *   28    6 1033.1 30.49 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121553 050   8 *** 180 OVC * * * 10.0 00 ** ** *   29    7 1033.1 30.50 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121653 060   8 *** 180 OVC * * * 10.0 00 ** ** *   30    5 1032.8 30.48 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121753 030  10 *** 180 OVC * * * 10.0 00 ** ** *   32    6 1031.6 30.45 ******  33  26  0.00 ***** ***** ***** ** 
722280 13876 200301121853 360  10 *** 180 OVC * * * 10.0 00 ** ** *   33    7 1030.1 30.41 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301121953 040   9 *** 180 OVC * * * 10.0 00 ** ** *   34    7 1029.4 30.39 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301122053 010   8 *** 180 OVC * * * 10.0 00 ** ** *   34    8 1029.2 30.38 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301122153 350   5 *** 180 OVC * * * 10.0 00 ** ** *   34    8 1029.0 30.37 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301122253 340   6 *** 200 BKN * * * 10.0 00 ** ** *   33    9 1029.6 30.39 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301122353 020   6 *** 200 BKN * * * 10.0 00 ** ** *   32   12 1029.6 30.39 ******  34  32  0.00 ***** ***** ***** ** 
722280 13876 200301130100 360   5 *** 200 *** * * * 10.0 ** ** ** *   32   12 1030.4 30.41 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130200 020   5 *** 200 *** * * * 10.0 ** ** ** *   31   12 1030.4 30.41 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130300 350   6 *** 200 *** * * * 10.0 ** ** ** *   28   13 1030.5 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130400 360   3 *** 722 *** * * * 10.0 ** ** ** *   29   11 1030.6 30.42 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130500 ***   0 *** 722 *** * * * 10.0 ** ** ** *   29   13 1029.8 30.40 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130600 ***   0 *** 250 *** * * * 10.0 ** ** ** *   29   13 1028.6 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130700 ***   0 *** 250 *** * * * 10.0 ** ** ** *   29   16 1028.2 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130800 340   3 *** 250 *** * * * 10.0 ** ** ** *   29   16 1028.6 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301130900 ***   0 *** 120 *** * * * 10.0 ** ** ** *   30   14 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131000 ***   0 *** 100 *** * * * 10.0 ** ** ** *   30   15 1027.7 30.34 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131100 350   3 ***  90 *** * * * 10.0 ** ** ** *   30   13 1028.0 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131200 ***   0 ***  80 *** * * * 10.0 ** ** ** *   30   15 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131300 340   5 ***  80 *** * * * 10.0 ** ** ** *   30   15 1028.4 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131400 ***   0 ***  60 *** * * * 10.0 ** ** ** *   31   13 1028.9 30.37 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131500 020   5 *** 722 *** * * * 10.0 ** ** ** *   32   15 1028.3 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131600 360  12 ***  45 *** * * * 10.0 ** ** ** *   34   17 1028.8 30.37 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131700 ***   6 ***  43 *** * * * 10.0 ** ** ** *   37   16 1028.5 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131800 ***   3 ***  47 *** * * * 10.0 ** ** ** *   38   16 1027.2 30.32 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301131900 ***   0 ***  49 *** * * * 10.0 ** ** ** *   42   16 1025.9 30.29 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301132000 290   5 *** 722 *** * * * 10.0 ** ** ** *   45   18 1024.8 30.26 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301132100 330   6 *** 722 *** * * * 10.0 ** ** ** *   47   20 1024.4 30.24 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301132200 330   6 *** 722 *** * * * 10.0 ** ** ** *   47   20 1024.5 30.25 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301132300 ***   0 *** 722 *** * * * 10.0 ** ** ** *   43   21 1024.8 30.26 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140000 ***   0 *** 722 *** * * * 10.0 ** ** ** *   40   22 1025.8 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140053 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   35   24 1025.9 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140153 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   33   24 1025.6 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140253 110   3 *** 722 CLR * * * 10.0 00 ** ** *   33   24 1025.4 30.27 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140353 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   30   24 1025.7 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140453 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   30   24 1025.5 30.27 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140553 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   29   23 1025.5 30.27 ******  40  29  0.00 ***** ***** ***** ** 
722280 13876 200301140653 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   29   24 1025.7 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140753 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   27   24 1025.3 30.27 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140853 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   29   25 1025.2 30.27 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301140953 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   27   23 1025.1 30.26 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141053 110   3 *** 722 CLR * * * 10.0 00 ** ** *   27   24 1025.9 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141153 ***   0 *** 722 CLR * * * 10.0 00 ** ** *   27   24 1025.9 30.28 ******  30  26  0.00 ***** ***** ***** ** 
722280 13876 200301141253 040   3 *** 722 SCT * * * 10.0 00 ** ** *   27   24 1026.0 30.28 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141353 ***   0 *** 722 SCT * * *  9.0 00 ** ** *   31   27 1026.9 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141453 260   3 *** 722 SCT * * * 10.0 00 ** ** *   37   31 1026.9 30.32 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141553 310   8 *** 722 SCT * * * 10.0 00 ** ** *   42   32 1026.9 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141653 310   9 *** 722 SCT * * * 10.0 00 ** ** *   46   33 1026.5 30.31 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141753 250   9 *** 722 CLR * * * 10.0 00 ** ** *   49   33 1024.8 30.26 ******  50  26  0.00 ***** ***** ***** ** 
722280 13876 200301141853 270  14 *** 722 SCT * * * 10.0 00 ** ** *   53   32 1023.9 30.23 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301141953 280   9 *** 722 SCT * * * 10.0 00 ** ** *   54   33 1022.7 30.20 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301142053 300  13 *** 722 SCT * * * 10.0 00 ** ** *   54   31 1022.9 30.20 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301142153 310  13 *** 722 SCT * * * 10.0 00 ** ** *   54   31 1023.4 30.22 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301142253 280  10 *** 250 BKN * * * 10.0 00 ** ** *   51   32 1024.0 30.23 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301142353 320  10 *** 722 SCT * * * 10.0 00 ** ** *   48   33 1024.9 30.26 ******  55  48  0.00 ***** ***** ***** ** 
722280 13876 200301150053 360  13 *** 722 SCT * * *  7.0 00 ** ** *   41   33 1026.4 30.30 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150153 360  10 *** 722 SCT * * *  6.0 05 ** ** *   38   30 1027.3 30.33 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150253 360   9 *** 250 BKN * * *  6.0 05 ** ** *   37   28 1027.7 30.34 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150339 330   7 ***  28 BKN * * *  6.0 05 ** ** *   37   28 ****** 30.35 ****** *** *** ***** ***** ***** ***** ** 
722280 13876 200301150353 320   8 *** 250 BKN * * *  6.0 05 ** ** *   36   27 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150453 350   7 *** 722 CLR * * *  6.0 05 ** ** *   34   27 1028.0 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150553 340   8 *** 722 CLR * * *  7.0 00 ** ** *   33   27 1028.2 30.36 ******  48  32  0.00 ***** ***** ***** ** 
722280 13876 200301150653 350   9 *** 722 CLR * * * 10.0 00 ** ** *   32   25 1028.5 30.37 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150753 350   8 *** 722 CLR * * * 10.0 00 ** ** *   29   24 1029.1 30.38 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150853 360   7 *** 722 CLR * * * 10.0 00 ** ** *   28   22 1029.0 30.38 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301150953 360   6 *** 722 CLR * * * 10.0 00 ** ** *   26   21 1029.3 30.39 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151053 360   7 *** 722 CLR * * * 10.0 00 ** ** *   26   18 1029.6 30.40 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151153 030   3 *** 722 CLR * * * 10.0 00 ** ** *   26   18 1030.2 30.42 ******  33  25  0.00 ***** ***** ***** ** 
722280 13876 200301151253 360   6 *** 722 SCT * * * 10.0 00 ** ** *   24   15 1031.2 30.44 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151353 010   7 *** 722 SCT * * * 10.0 00 ** ** *   28   17 1031.7 30.46 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151453 020  10 *** 722 SCT * * * 10.0 00 ** ** *   31   16 1032.1 30.47 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151553 050   7 *** 722 SCT * * * 10.0 00 ** ** *   35   16 1032.4 30.48 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151653 ***   5 *** 722 SCT * * * 10.0 00 ** ** *   38   12 1031.8 30.46 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151753 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   40   12 1031.1 30.44 ******  41  24  0.00 ***** ***** ***** ** 
722280 13876 200301151853 010  10 *** 722 SCT * * * 10.0 00 ** ** *   43   12 1030.1 30.41 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301151953 340   7 *** 722 SCT * * * 10.0 00 ** ** *   44   12 1029.1 30.38 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301152053 020   8 *** 250 BKN * * * 10.0 00 ** ** *   45   13 1028.4 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301152153 ***   6 *** 250 BKN * * * 10.0 00 ** ** *   45   12 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301152253 360   7 *** 250 BKN * * * 10.0 00 ** ** *   40   17 1028.1 30.35 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301152353 060   5 *** 250 BKN * * * 10.0 00 ** ** *   40   14 1028.1 30.35 ******  46  37  0.00 ***** ***** ***** ** 
722280 13876 200301160053 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   38   14 1028.4 30.36 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160153 080   3 *** 250 BKN * * * 10.0 00 ** ** *   31   19 1027.8 30.34 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160253 ***   0 *** 250 BKN * * * 10.0 00 ** ** *   33   19 1027.7 30.34 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160353 100   3 *** 722 SCT * * * 10.0 00 ** ** *   32   18 1027.4 30.33 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160453 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   34   12 1027.0 30.32 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160553 080   3 *** 722 SCT * * * 10.0 00 ** ** *   34   13 1026.1 30.29 ******  40  30  0.00 ***** ***** ***** ** 
722280 13876 200301160653 ***   0 *** 722 SCT * * * 10.0 00 ** ** *   34   13 1025.9 30.29 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160753 110   5 *** 250 BKN * * * 10.0 00 ** ** *   35   12 1025.1 30.26 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160853 040   5 *** 250 BKN * * * 10.0 00 ** ** *   31   16 1024.3 30.24 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301160953 140   5 *** 722 SCT * * * 10.0 00 ** ** *   32   14 1024.3 30.24 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161053 140   3 *** 722 SCT * * * 10.0 00 ** ** *   29   17 1024.5 30.25 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161153 140   7 *** 722 SCT * * * 10.0 00 ** ** *   34   13 1024.4 30.24 ******  36  26  0.00 ***** ***** ***** ** 
722280 13876 200301161253 ***   5 ***  65 BKN * * * 10.0 00 ** ** *   37   13 1022.9 30.20 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161353 140   9  19  80 BKN * * * 10.0 00 ** ** *   38   14 1021.2 30.15 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161453 170  10 ***  65 OVC * * * 10.0 00 ** ** *   40   17 1020.3 30.12 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161553 170   8 ***  50 OVC * * * 10.0 00 ** ** *   41   22 1018.9 30.08 ****** *** ***  0.00 ***** ***** ***** ** 
722280 13876 200301161653 180  10  18  33 OVC * * *  3.0 61 ** ** *   40   30 1017.3 30.04 ****** *** ***  0.00 ***** ***** ***** ** 
