"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"70362125516","2020-01-04T03:07:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.44","12","15",,,,,"88",,"SCT:04 27","29.41","10.00","14","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09301/04/20 03:07:02 SPECI PASO 041207Z 00000KT 10SM SCT027 M09/M11 A2944 RMK AO2 T10941111 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.46","10","14","0.00",,,,"84","29.46","CLR:00","29.43","10.00","13","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/04/20 03:53:02 METAR PASO 041253Z 00000KT 10SM CLR M10/M12 A2946 RMK AO2 SLP975 T11001122 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.47","7","11","0.00",,,,"84","29.47","CLR:00","29.44","10.00","10","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10301/04/20 04:53:02 METAR PASO 041353Z 00000KT 10SM CLR M12/M14 A2947 RMK AO2 SLP980 I1001 T11171139 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T05:45:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.48","5","9",,"BR:1 ||",,,"84",,"CLR:00","29.45","2.50","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/04/20 05:45:02 SPECI PASO 041445Z 00000KT 2 1/2SM BR CLR M13/M15 A2948 RMK AO2 T11281150 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T05:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.48","5","9",,"BR:1 ||",,,"85",,"CLR:00","29.45","6.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08701/04/20 05:51:02 SPECI PASO 041451Z 00000KT 6SM BR CLR M13/M15 A2948 RMK AO2 TSNO FIBI","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.48","5","9","0.00","BR:1 ||","-0.04","1","84","29.48","CLR:00","29.45","6.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11101/04/20 05:53:02 METAR PASO 041453Z 00000KT 6SM BR CLR M13/M15 A2948 RMK AO2 SLP983 I3001 T11281150 51014 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.50","4","8","0.00","BR:1 ||",,,"83","29.49","CLR:00","29.47","5.00","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10501/04/20 06:53:02 METAR PASO 041553Z 00000KT 5SM BR CLR M13/M16 A2950 RMK AO2 SLP988 I1000 T11331156 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T07:42:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","4","8",,"BR:1 ||",,,"83",,"CLR:00","29.49","1.75V","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11201/04/20 07:42:02 SPECI PASO 041642Z 00000KT 1 3/4SM BR CLR M13/M16 A2952 RMK AO2 VIS 1/2V5 I1000 T11331156 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","3","8","0.00","HZ:7 |FU |HZ",,,"80","29.52","CLR:00","29.49","2.50","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10901/04/20 07:53:02 METAR PASO 041653Z 00000KT 2 1/2SM HZ CLR M13/M16 A2952 RMK AO2 SLP995 I1000 T11331161 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:02:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","4","9",,"HZ:7 |FU |HZ",,,"80",,"VV:09 2","29.49","1.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09401/04/20 08:02:02 SPECI PASO 041702Z 00000KT 1SM HZ VV002 M13/M16 A2952 RMK AO2 T11281156 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:09:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","4","9",,"HZ:7 s |FU |HZ s",,,"80",,"VV:09 2","29.49","0.50s","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/04/20 08:09:02 SPECI PASO 041709Z 00000KT 1/2SM HZ VV002 M13/M16 A2952 RMK AO2 T11281156 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:17:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","5","9",,"BR:1 ||",,,"84",,"SCT:04 2","29.49","1.25V","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10901/04/20 08:17:02 SPECI PASO 041717Z 00000KT 1 1/4SM BR SCT002 M13/M15 A2952 RMK AO2 VIS 1/2V5 T11281150 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:20:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","5","9",,"BR:1 ||",,,"84",,"VV:09 2","29.49","0.75V","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10601/04/20 08:20:02 SPECI PASO 041720Z 00000KT 3/4SM BR VV002 M13/M15 A2952 RMK AO2 VIS 1/4V5 T11281150 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:27:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","5","8",,"FZ:8 FG:2 |FG |",,,"87",,"VV:09 1","29.49","0.25","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09801/04/20 08:27:02 SPECI PASO 041727Z 00000KT 1/4SM FZFG VV001 M13/M15 A2952 RMK AO2 T11331150 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:39:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.53","5","8",,"FZ:8 FG:2 |FG |",,,"87",,"VV:09 1","29.50","0.50","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09801/04/20 08:39:02 SPECI PASO 041739Z 00000KT 1/2SM FZFG VV001 M13/M15 A2953 RMK AO2 T11331150 TSNO","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:50:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.53","3","9",,"BR:1 ||",,,"78",,"BKN:07 1","29.50","3.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08501/04/20 08:50:02 SPECI PASO 041750Z 00000KT 3SM BR BKN001 M13/M16 A2953 RMK AO2 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.53","5","8","0.00","BR:1 ||","-0.05","3","87","29.53","BKN:07 1","29.50","3.00","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12601/04/20 08:53:02 METAR PASO 041753Z 00000KT 3SM BR BKN001 M13/M15 A2953 RMK AO2 SLP000 I6001 T11331150 11078 21133 53017 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T09:06:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.54","4","8",,,,,"83",,"FEW:02 2","29.51","9.00","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09201/04/20 09:06:02 SPECI PASO 041806Z 00000KT 9SM FEW002 M13/M16 A2954 RMK AO2 T11331156 TSNO","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.55","5","9","0.00",,,,"84","29.55","CLR:00","29.52","10.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/04/20 09:53:02 METAR PASO 041853Z 00000KT 10SM CLR M13/M15 A2955 RMK AO2 SLP006 T11281150 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.57","4","9","0.00",,,,"80","29.57","CLR:00","29.54","10.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09701/04/20 10:53:02 METAR PASO 041953Z 00000KT 10SM CLR M13/M16 A2957 RMK AO2 SLP014 T11281156 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.58","6","10","0.00",,"-0.05","1","84","29.58","CLR:00","29.55","10.00","9","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10301/04/20 11:53:02 METAR PASO 042053Z 00000KT 10SM CLR M12/M14 A2958 RMK AO2 SLP017 T11221144 51017 TSNO","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.59","12","13","0.00",,,,"96","29.59","CLR:00","29.56","10.00","13","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/04/20 12:53:02 METAR PASO 042153Z 00000KT 10SM CLR M11/M11 A2959 RMK AO2 SLP020 T11061111 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.61","10","13","0.00",,,,"88","29.61","CLR:00","29.58","10.00","12","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/04/20 13:53:02 METAR PASO 042253Z 00000KT 10SM CLR M11/M12 A2961 RMK AO2 SLP027 T11061122 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.62","9","13","0.00",,,,"84","29.62","CLR:00","29.59","8.00","12","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11001/04/20 14:53:02 METAR PASO 042353Z 00000KT 8SM CLR M11/M13 A2962 RMK AO2 SLP029 T11061128 11100 21133 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.63","6","11","0.00",,,,"81","29.63","CLR:00","29.60","10.00","10","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/04/20 15:53:01 METAR PASO 050053Z 00000KT 10SM CLR M12/M14 A2963 RMK AO2 SLP033 T11171144 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.64","5","9","0.00",,,,"84","29.64","CLR:00","29.61","10.00","8","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10501/04/20 16:53:01 METAR PASO 050153Z 00000KT 10SM CLR M13/M15 A2964 RMK AO2 SLP037 I1000 T11281150 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.65","3","8","0.00",,"-0.03","1","80","29.65","CLR:00","29.62","9.00","7","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11601/04/20 17:53:01 METAR PASO 050253Z 00000KT 9SM CLR M13/M16 A2965 RMK AO2 SLP039 I1000 I3000 T11331161 51010 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.65","3","7","0.00",,,,"84","29.65","CLR:00","29.62","10.00","6","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10501/04/20 18:53:01 METAR PASO 050353Z 00000KT 10SM CLR M14/M16 A2965 RMK AO2 SLP042 I1000 T11391161 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.67","2","7","0.00",,,,"80","29.67","CLR:00","29.64","9.00","6","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10401/04/20 19:53:02 METAR PASO 050453Z 00000KT 9SM CLR M14/M17 A2967 RMK AO2 SLP048 I1000 T11391167 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.69","2","6","0.00",,"-0.04","3","83","29.69","CLR:00","29.66","10.00","5","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12301/04/20 20:53:02 METAR PASO 050553Z 00000KT 10SM CLR M14/M17 A2969 RMK AO2 SLP054 I6000 T11441167 11106 21144 53014 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.68","3","7","0.00",,,,"84","29.68","SCT:04 36","29.65","10.00","6","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/04/20 21:53:02 METAR PASO 050653Z 00000KT 10SM SCT036 M14/M16 A2968 RMK AO2 SLP052 T11391161 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.69","2","6","0.00",,,,"83","29.69","CLR:00","29.66","10.00","5","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/04/20 22:53:02 METAR PASO 050753Z 00000KT 10SM CLR M14/M17 A2969 RMK AO2 SLP055 T11441167 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.70","1","5","0.00",,"-0.01","3","83","29.70","CLR:00","29.67","10.00","4","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/04/20 23:53:02 METAR PASO 050853Z 00000KT 10SM CLR M15/M17 A2970 RMK AO2 SLP057 T11501172 410611150 53003 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-04T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"13",,,"29.54",,"0.5","0","-13.2","52","21","5","020","12","0.00",,,"010","10","FZFG BR HZ FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):21 24 HR MAX TEMP TIME (LST):0113 24 HR MIN TEMP (F):5  24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.535 MINIMUM SEA LEVEL PRESSURE:29.39 TIME OF OCCURRENCE:0036 PEAK WIND SPEED (MPH):12  PEAK WIND DIR (DEG):20  PEAK WIND TIME (LST):0000  FASTEST 2MIN SPEED (MPH):10 FASTEST 2MIN DIR (DEG):10  FASTEST 2MIN TIME (LST):0000 AVERAGE WIND SPEED (MPH):0.5  24 HR AVG TEMP (F):13 HEATING DEGREE DAYS:52  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):14  LATEST NIGHT MIN TEMP(1900-0800 LST):8  HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"1003","1622",,"2005-10-30"
"70362125516","2020-01-05T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.71","1","5","0.00",,,,"83","29.70","FEW:02 36","29.68","10.00","4","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/05/20 00:53:02 METAR PASO 050953Z 00000KT 10SM FEW036 M15/M17 A2971 RMK AO2 SLP059 T11501172 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.71","3","7","0.00",,,,"84","29.70","SCT:04 40","29.68","10.00","6","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/05/20 01:53:02 METAR PASO 051053Z 00000KT 10SM SCT040 M14/M16 A2971 RMK AO2 SLP059 T11391161 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.71","1","5","0.00",,"-0.01","3","83","29.71","FEW:02 29","29.68","9.00","4","190",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11901/05/20 02:53:02 METAR PASO 051153Z 19003KT 9SM FEW029 M15/M17 A2971 RMK AO2 SLP062 T11501172 11133 21150 53005 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.72","2","6","0.00",,,,"83","29.72","OVC:08 33","29.69","10.00","5","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/05/20 03:53:02 METAR PASO 051253Z 00000KT 10SM OVC033 M14/M17 A2972 RMK AO2 SLP063 T11441167 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.72","7","10","T","-SN:03 BR:1 |SN |",,,"87","29.72","BKN:07 25 OVC:08 31","29.69","3.00","9","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12701/05/20 04:53:02 METAR PASO 051353Z 00000KT 3SM -SN BR BKN025 OVC031 M12/M14 A2972 RMK AO2 SNB40 SLP063 P0000 T11221139 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.70","9","12","T",,"+0.01","8","87","29.70","OVC:08 24","29.67","10.00","11","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12601/05/20 05:53:02 METAR PASO 051453Z 00000KT 10SM OVC024 M11/M13 A2970 RMK AO2 SNE28 SLP058 P0000 60000 T11111128 58004 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.70","11","14","0.00",,,,"88","29.70","OVC:08 26","29.67","10.00","13","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/05/20 06:53:02 METAR PASO 051553Z 00000KT 10SM OVC026 M10/M12 A2970 RMK AO2 SLP058 T11001117 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.70","13","16","T",,,,"88","29.70","BKN:07 19 OVC:08 24","29.67","9.00","15","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12301/05/20 07:53:02 METAR PASO 051653Z 00000KT 9SM BKN019 OVC024 M09/M11 A2970 RMK AO2 SNB36E53 SLP059 P0000 T10891106 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.72","13","17","T",,"-0.02","3","84","29.72","SCT:04 23 OVC:08 29","29.69","10.00","16","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14801/05/20 08:53:02 METAR PASO 051753Z 00000KT 10SM SCT023 OVC029 M08/M11 A2972 RMK AO2 SNB02E41 SLP065 P0000 60000 T10831106 11083 21150 53006 TSNO $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
"70362125516","2020-01-05T09:33:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.73","14","17",,,,,"88",,"OVC:08 30","29.70","10.00","16","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/05/20 09:33:02 SPECI PASO 051833Z 00000KT 10SM OVC030 M08/M10 A2973 RMK AO2 T10831100 TSNO $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2005-10-30"
